0	1	0.000000	0.000000	0.000000	0.000000
1	1	0.000000	0.020385	0.000000	-0.020385
2	1	0.000000	0.032466	0.000000	-0.052851
3	1	0.000000	0.033878	0.000000	-0.086729
4	1	0.000000	0.034445	0.000000	-0.121174
5	1	0.000000	0.031373	0.000000	-0.152547
6	1	0.000000	0.034266	0.000000	-0.186813
7	1	0.000000	0.031731	0.000000	-0.218544
8	1	0.000000	0.033785	0.000000	-0.252329
9	1	0.000000	0.032890	0.000000	-0.285219
10	1	0.000000	0.033341	0.000000	-0.318560
11	1	0.000000	0.033316	0.000000	-0.351876
12	1	0.000000	0.033342	0.000000	-0.385218
13	1	0.000000	0.033307	0.000000	-0.418525
14	1	0.000000	0.033334	0.000000	-0.451859
15	1	0.000000	0.033348	0.000000	-0.485207
16	1	0.000000	0.033326	0.000000	-0.518533
17	1	0.000000	0.033326	0.000000	-0.551859
18	1	0.000000	0.033334	0.000000	-0.585193
19	1	0.000000	0.033342	0.000000	-0.618535
20	1	0.000000	0.033323	0.000000	-0.651858
21	1	0.000000	0.033356	0.000000	-0.685214
22	1	0.000000	0.033332	0.000000	-0.718546
23	1	0.000000	0.033335	0.000000	-0.751881
24	1	0.000000	0.033338	0.000000	-0.785219
25	1	0.000000	0.033331	0.000000	-0.818550
26	1	0.000000	0.033335	0.000000	-0.851885
27	1	0.000000	0.033342	0.000000	-0.885227
28	1	0.000000	0.033323	0.000000	-0.918550
29	1	0.000000	0.033308	0.000000	-0.951858
30	1	0.000000	0.035484	0.000000	-0.987342
31	1	0.000000	0.031196	0.000000	-1.018538
32	1	0.000000	0.033324	0.000000	-1.051862
33	1	0.000000	0.033386	0.000000	-1.085248
34	1	0.000000	0.033280	0.000000	-1.118528
35	1	0.000000	0.033333	0.000000	-1.151861
36	1	0.000000	0.033329	0.000000	-1.185190
37	1	0.000000	0.033336	0.000000	-1.218526
38	1	0.000000	0.033331	0.000000	-1.251857
39	1	0.000000	0.033375	0.000000	-1.285232
40	1	0.000000	0.033292	0.000000	-1.318524
41	1	0.000000	0.033332	0.000000	-1.351856
42	1	0.000000	0.033334	0.000000	-1.385190
43	1	0.000000	0.033345	0.000000	-1.418535
44	1	0.000000	0.033321	0.000000	-1.451856
45	1	0.000000	0.033334	0.000000	-1.485190
46	1	0.000000	0.033335	0.000000	-1.518525
47	1	0.000000	0.033332	0.000000	-1.551857
48	1	0.000000	0.033334	0.000000	-1.585191
49	1	0.000000	0.033334	0.000000	-1.618525
50	1	0.000000	0.033333	0.000000	-1.651858
51	1	0.000000	0.033341	0.000000	-1.685199
52	1	0.000000	0.033324	0.000000	-1.718523
53	1	0.000000	0.033334	0.000000	-1.751857
54	1	0.000000	0.033344	0.000000	-1.785201
55	1	0.000000	0.033336	0.000000	-1.818537
56	1	0.000000	0.033332	0.000000	-1.851869
57	1	0.000000	0.033331	0.000000	-1.885200
58	1	0.000000	0.033334	0.000000	-1.918534
59	1	0.000000	0.033324	0.000000	-1.951858
60	1	0.000000	0.033445	0.000000	-1.985303
61	1	0.000000	0.033228	0.000000	-2.018531
62	1	0.000000	0.033325	0.000000	-2.051856
63	1	0.000000	0.033334	0.000000	-2.085190
