0.000	32019.4	32019.4
1.017	8246.1	19895.8
2.017	8180.6	15877.8
3.017	7954.6	13821.8
4.017	8009.7	12572.6
5.050	7800.0	11714.5
6.083	7668.1	11088.1
7.117	7851.7	10655.4
8.117	7794.1	10302.5
9.150	7869.1	10029.0
10.183	8255.1	9845.2
11.183	8113.1	9676.1
12.217	8150.0	9536.2
13.250	8083.4	9415.1
14.250	7689.0	9281.3
15.283	7910.2	9178.1
16.317	7996.1	9092.2
17.350	8002.1	9016.2
18.383	7908.7	8945.4
19.383	7372.2	8853.6
20.417	7320.1	8768.2
21.450	7201.1	8685.3
22.483	7387.3	8619.5
23.483	7379.1	8557.1
24.517	7449.3	8503.9
25.517	7214.1	8444.5
26.550	7065.1	8384.2
27.583	7067.1	8328.4
28.617	7172.0	8281.2
29.617	7049.1	8232.0
30.650	7357.0	8195.6
31.683	7505.1	8166.1
32.717	7624.0	8142.0
33.750	7797.9	8124.6
34.750	7674.8	8104.8
35.750	7706.9	8087.0
36.750	7821.1	8072.8
37.783	7789.6	8058.8
38.783	7467.0	8037.2
39.817	7493.0	8017.3
40.850	7550.1	7999.7
41.883	7587.0	7984.2
42.883	7705.9	7972.0
43.883	7565.7	7957.0
44.917	7564.0	7942.7
45.950	7556.0	7928.8
46.983	7853.6	7921.8
47.983	10519.2	7969.4
49.017	7823.8	7961.3
50.017	7776.1	7952.4
51.050	7544.0	7939.5
52.083	7648.0	7929.2
53.083	17514.2	8095.7
54.083	37806.1	8630.2
55.117	7488.1	8604.7
56.150	7694.5	8584.3
57.150	7636.1	8563.0
58.183	7605.1	8542.0
59.217	7670.0	8522.8
60.250	7698.5	8505.1
61.250	7640.1	8486.7
62.283	7730.0	8470.3
63.317	7809.3	8455.9
64.317	7667.6	8439.5
65.350	7612.0	8422.8
66.383	5151.2	8407.2
